AIDS Report Number,Local Event Date,Event City,Event State,Event Airport,Event Type,Aircraft Damage,Flight Phase,Aircraft Make,Aircraft Model,Aircraft Series,Operator,Primary Flight Type,Flight Conduct Code,Flight Plan Filed Code,Aircraft Registration Nbr,Total Fatalities,Total Injuries,Aircraft Engine Make,Aircraft Engine Model,Engine Group Code,Nbr of Engines,PIC Certificate Type,PIC Flight Time Total Hrs,PIC Flight Time Total Make-Model, , 
19790205005349I,5-Feb-79,CLEVELAND,OH,CLEVELAND-HOPKINS INTL,INCIDENT,,NORMAL CRUISE,BOEING,727,22,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,7064U,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19790206004549I,6-Feb-79,PITTSBURGH,PA,PITTSBURGH INTL,INCIDENT,,CLIMB,BOEING,727,25,EASTERN AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,8104N,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19790206004859I,6-Feb-79,CLEVELAND,OH,CLEVELAND-HOPKINS INTL,INCIDENT,,CLIMB,BOEING,737,UNDESIGNATED SERIES,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,9246,0,0,,,,,AIRLINE TRANSPORT,,0,0,0
19790206004879I,6-Feb-79,AUSTIN,TX,AUSTIN-BERGSTROM INTL,INCIDENT,,"GROUND TAXI, OTHER AIRPLANE",BOEING,737,UNDESIGNATED SERIES,SOUTHWEST AIRLINES CO,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,28SW,0,1,,,,,AIRLINE TRANSPORT,,0,0,0
19790207004419I,7-Feb-79,BOSTON,MA,GENERAL EDWARD LAWRENCE LOGAN INTL,INCIDENT,,DESCENT,BOEING,707,331B,TRANS WORLD AIRLINES,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,8733,0,0,,,,4,AIRLINE TRANSPORT,,0,0,0
19790207004899I,7-Feb-79,PITTSBURGH,PA,PITTSBURGH INTL,INCIDENT,,CLIMB,BOEING,727,UNDESIGNATED SERIES,US AIRWAYS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,753AL,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19790207004969I,7-Feb-79,AUSTIN,TX,AUSTIN-BERGSTROM INTL,INCIDENT,,"GROUND TAXI, OTHER AIRPLANE",BOEING,727,200,BRANIFF INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,420,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19790208005439I,8-Feb-79,PHOENIX,AZ,PHOENIX SKY HARBOR INTL,INCIDENT,SUBSTANTIAL,TO ABORTED (FIXED WING),BOEING,707,123B,AMERICAN AIRLINES INC,OTHER,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,7518A,0,0,PWA,JT3D7,JT3D,4,AIRLINE TRANSPORT,,0,0,0
19790209005749I,9-Feb-79,INDIANAPOLIS,IN,,INCIDENT,,NORMAL CRUISE,BOEING,727,UNDESIGNATED SERIES,TRANS WORLD AIRLINES,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,891TW,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19790209005769I,9-Feb-79,PITTSBURGH,PA,PITTSBURGH INTL,INCIDENT,,STARTING ENGINES,BOEING,707,UNDESIGNATED SERIES,TRANS WORLD AIRLINES,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,7762T,0,0,PWA,JT8*,JT8,4,AIRLINE TRANSPORT,,0,0,0
19790211006449I,11-Feb-79,ANCHORAGE,AK,TED STEVENS ANCHORAGE INTL,INCIDENT,SUBSTANTIAL,OTHER GROUND OPERATIONS,BOEING,747,UNDESIGNATED SERIES,THE FLYING TIGER LINE INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,NONE,801FT,0,0,,,,,AIRLINE TRANSPORT,,0,0,0
19790211006519I,11-Feb-79,DETROIT,MI,METROPOLITAN,INCIDENT,UNKNOWN,CLIMB,BOEING,727,UNDESIGNATED SERIES,TRANS WORLD AIRLINES,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,4327,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19790212007319I,12-Feb-79,COLUMBUS,OH,PORT FIELD,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BOEING,727,UNDESIGNATED SERIES,TRANS WORLD AIRLINES,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,3893,0,0,,,,3,AIRLINE TRANSPORT,3739,1026,0,0
19790212007359I,12-Feb-79,WINDSOR LOCKS,CT,BRADLEY INTL,INCIDENT,,"GROUND TAXI, OTHER AIRPLANE",BOEING,727,23,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,1985A,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19790212007389I,12-Feb-79,CLEVELAND,OH,CLEVELAND-HOPKINS INTL,INCIDENT,,CLIMB,BOEING,727,UNDESIGNATED SERIES,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,7558,0,0,PWA,JT8D15,JT8,3,AIRLINE TRANSPORT,,0,0,0
19790212007419I,12-Feb-79,CLEVELAND,OH,CLEVELAND-HOPKINS INTL,INCIDENT,,NORMAL CRUISE,BOEING,727,222,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,7620U,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19790212007459I,12-Feb-79,LAS VEGAS,NV,MC CARRAN INTL,INCIDENT,UNKNOWN,NORMAL CRUISE,BOEING,707,UNDESIGNATED SERIES,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,NR178,0,0,,,,,AIRLINE TRANSPORT,,0,0,0
19790213004959I,13-Feb-79,HOUSTON,TX,GEORGE BUSH INTERCONTINENTAL/HOUSTON,INCIDENT,,CLIMB,BOEING,727,223,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,850AA,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19790213004979I,13-Feb-79,BOSTON,MA,GENERAL EDWARD LAWRENCE LOGAN INTL,INCIDENT,,TO ABORTED (FIXED WING),BOEING,727,25,EASTERN AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,8143N,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19790213005019I,13-Feb-79,MUSKEGON,MI,,INCIDENT,,"GROUND TAXI, OTHER AIRPLANE",BOEING,737,222,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,9009U,0,0,,,,2,AIRLINE TRANSPORT,,0,0,0
19790216005929I,16-Feb-79,CHICAGO,IL,CHICAGO O'HARE INTL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),BOEING,727,UNDESIGNATED SERIES,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,9819,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19790217006199I,17-Feb-79,BERLIN,,BERLIN INTL,INCIDENT,SUBSTANTIAL,CLIMB,BOEING,727,21,PAN AMERICAN WORLD AIRWAYS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,319PA,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19790217006389I,17-Feb-79,TULSA,OK,TULSA INTL,INCIDENT,,"GROUND TAXI, OTHER AIRPLANE",BOEING,727,224,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,66732,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19790217006419I,17-Feb-79,AUSTIN,TX,,INCIDENT,,NORMAL CRUISE,BOEING,727,235,NATIONAL AIRLINES,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,4739,0,0,PWA,JT8*,JT8,3,AIRLINE TRANSPORT,,0,0,0
19790218006529I,18-Feb-79,BOSTON,MA,GENERAL EDWARD LAWRENCE LOGAN INTL,INCIDENT,,CLIMB,BOEING,727,225,EASTERN AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,8836E,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19790220007149I,20-Feb-79,HILO,HI,HILO MUNI,INCIDENT,MINOR,FINAL APPROACH- INSTRUMENT FLIGHT RULES,BOEING,707,351C,PACIFIC WESTERN AIRLINES,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,CFPWJ,0,0,,,,4,UNKNOWN/FOREIGN,,0,0,0
19790221006129I,21-Feb-79,BOSTON,MA,,INCIDENT,,CLIMB,BOEING,707,331,TRANS WORLD AIRLINES,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,771TW,0,0,,,,4,AIRLINE TRANSPORT,,0,0,0
19790221006139I,21-Feb-79,TULSA,OK,TULSA INTL,INCIDENT,,CLIMB,BOEING,727,UNDESIGNATED SERIES,BRANIFF INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,284BN,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19790222006219I,22-Feb-79,LONDON,,HEATHROW,INCIDENT,MINOR,TO INITIAL CLIMB (1ST POWER REDUCTION),BOEING,747,121,PAN AMERICAN WORLD AIRWAYS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,755PA,0,0,PWA,JT9*,JT9,4,AIRLINE TRANSPORT,,0,0,0
19790222006719I,22-Feb-79,YAKUTAT,AK,,INCIDENT,,NORMAL CRUISE,BOEING,727,UNDESIGNATED SERIES,ALASKA AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,314AF,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19790222006859I,22-Feb-79,NEEDLES,CA,,INCIDENT,SUBSTANTIAL,NORMAL CRUISE,BOEING,747,122,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,4719U,0,0,,,,4,AIRLINE TRANSPORT,,0,0,0
19790223007299I,23-Feb-79,BOSTON,MA,GENERAL EDWARD LAWRENCE LOGAN INTL,INCIDENT,,TO INITIAL CLIMB (1ST POWER REDUCTION),BOEING,727,UNDESIGNATED SERIES,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,727,0,0,PWA,JT8D1A,JT8,3,AIRLINE TRANSPORT,,0,0,0
19790223007429I,23-Feb-79,,,,INCIDENT,,NORMAL CRUISE,BOEING,727,UNDESIGNATED SERIES,US AIRWAYS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,NR179,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19790224007659I,24-Feb-79,COLUMBUS,OH,NATIONAL,INCIDENT,,FCD/PREC LDG FROM CRUISE,BOEING,707,331B,TRANS WORLD AIRLINES,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,18706,0,0,,,,4,AIRLINE TRANSPORT,,0,0,0
19790224007669I,24-Feb-79,CLEVELAND,OH,CLEVELAND-HOPKINS INTL,INCIDENT,,FCD/PREC LDG FROM CRUISE,BOEING,737,UNDESIGNATED SERIES,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,9119,0,0,,,,,AIRLINE TRANSPORT,,0,0,0
19790225008079I,25-Feb-79,NEWPORT NEWS,VA,NEWPORT NEWS/WILLIAMSBURG INTL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),BOEING,737,222,PIEDMONT AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,9049U,0,0,,,,2,AIRLINE TRANSPORT,10540,1100,0,0
19790225008269I,25-Feb-79,PITTSBURGH,PA,PITTSBURGH INTL,INCIDENT,,NORMAL CRUISE,BOEING,737,222,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,9012U,0,0,,,,2,AIRLINE TRANSPORT,,0,0,0
19790226007489I,26-Feb-79,BOSTON,MA,GENERAL EDWARD LAWRENCE LOGAN INTL,INCIDENT,,CLIMB,BOEING,727,223,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,858AA,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19790226007609I,26-Feb-79,HONOLULU,HI,HONOLULU INTL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BOEING,707,321,AIR MANILA,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,NR180,0,0,,,,4,UNKNOWN/FOREIGN,,0,0,0
19790226008029I,26-Feb-79,WINDSOR LOCKS,CT,BRADLEY,INCIDENT,,LEVEL OFF TOUCHDOWN,BOEING,727,UNDESIGNATED SERIES,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,7628,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19790226008289I,26-Feb-79,BOSTON,MA,GENERAL EDWARD LAWRENCE LOGAN INTL,INCIDENT,,CLIMB,BOEING,727,UNDESIGNATED SERIES,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,6835A,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19790227008379I,27-Feb-79,BOSTON,MA,GENERAL EDWARD LAWRENCE LOGAN INTL,INCIDENT,,CLIMB,BOEING,727,223,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,858AA,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19790228008829I,28-Feb-79,BERLIN,,,INCIDENT,,NORMAL CRUISE,BOEING,727,UNDESIGNATED SERIES,PAN AMERICAN WORLD AIRWAYS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,323PA,0,0,,,,3,AIRLINE TRANSPORT,26000,7500,0,0
19790228009029I,28-Feb-79,EAST BOSTON,MA,GENERAL EDWARD LAWRENCE LOGAN INTL,INCIDENT,,NORMAL CRUISE,BOEING,727,223,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,858AA,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19790302010359I,2-Mar-79,ALBUQUERQUE,NM,NATIONAL,INCIDENT,,NORMAL CRUISE,BOEING,737,UNDESIGNATED SERIES,FRONTIER AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,379,0,0,,,,,AIRLINE TRANSPORT,,0,0,0
19790302010379I,2-Mar-79,MINNEAPOLIS,MN,MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN,INCIDENT,MINOR,MISSED APPROACH INSTRUMENT FLIGHT RULES,BOEING,727,UNDESIGNATED SERIES,WESTERN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,2819,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19790302010409I,2-Mar-79,HOUSTON,TX,GEORGE BUSH INTERCONTINENTAL/HOUSTON,INCIDENT,,NORMAL CRUISE,BOEING,727,25,EASTERN AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,8141N,0,0,PWA,JT8*,JT8,3,AIRLINE TRANSPORT,,0,0,0
19790303010679I,3-Mar-79,ERIE,PA,ERIE COUNTY,INCIDENT,,TAKEOFF GROUND ROLL,BOEING,727,UNDESIGNATED SERIES,US AIRWAYS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,753AL,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19790303010759I,3-Mar-79,COLUMBUS,OH,PORT FIELD,INCIDENT,,CLIMB,BOEING,727,UNDESIGNATED SERIES,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,11651,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19790304010009I,4-Mar-79,PITTSBURGH,PA,,INCIDENT,,TAKEOFF GROUND ROLL,BOEING,737,UNDESIGNATED SERIES,,SCHEDULED AIR CARRIER,FOREIGN AIR CARRIER,INSTRUMENT FLIGHT RULES,CFNAH,0,0,,,,2,UNKNOWN/FOREIGN,,0,0,0
19790304010059I,4-Mar-79,DALLAS,TX,,INCIDENT,,NORMAL CRUISE,BOEING,727,232,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,510DA,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19790306020109I,6-Mar-79,JAMAICA,NY,JOHN F KENNEDY INTL,INCIDENT,,HOLDING INSTRUMENT FLIGHT RULES,BOEING,707,321,PAN AMERICAN WORLD AIRWAYS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,897PA,0,0,,,,4,AIRLINE TRANSPORT,,0,0,0
19790307020099I,7-Mar-79,CHICAGO,IL,,INCIDENT,,DESCENT,BOEING,727,200,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,838,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19790311011249I,11-Mar-79,NEWARK,NJ,NEWARK LIBERTY INTL,INCIDENT,,CLIMB,BOEING,707,323C,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,8402,0,0,,,,4,AIRLINE TRANSPORT,24480,1000,0,0
19790311011369I,11-Mar-79,FLUSHING,NY,LA GUARDIA,INCIDENT,,OTHER GROUND OPERATIONS,BOEING,727,UNDESIGNATED SERIES,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,NONE,NR183,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19790313008619I,13-Mar-79,EL PASO,TX,,INCIDENT,,NORMAL CRUISE,BOEING,727,UNDESIGNATED SERIES,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,721,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19790313008679I,13-Mar-79,DALLAS,TX,MIDLAND INTL,INCIDENT,,NORMAL CRUISE,BOEING,747,UNDESIGNATED SERIES,BRANIFF INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,601BN,0,0,,,,4,AIRLINE TRANSPORT,29322,606,0,0
19790314008999I,14-Mar-79,ORLANDO,FL,MCCOY,INCIDENT,,NORMAL CRUISE,BOEING,727,35,PAN AMERICAN WORLD AIRWAYS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,4622,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19790314009039I,14-Mar-79,BOSTON,MA,GENERAL EDWARD LAWRENCE LOGAN INTL,INCIDENT,,NORMAL CRUISE,BOEING,727,25,EASTERN AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,8147N,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19790315009299I,15-Mar-79,PITTSBURGH,PA,,INCIDENT,,NORMAL CRUISE,BOEING,727,UNDESIGNATED SERIES,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,7411U,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19790315009699I,15-Mar-79,SAN DIEGO,CA,LINDBERGH,INCIDENT,,FINAL APPROACH,BOEING,737,UNDESIGNATED SERIES,WESTERN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,4408W,0,0,,,,,AIRLINE TRANSPORT,8000,4000,0,0
19790316009709I,16-Mar-79,EL PASO,TX,EL PASO INTL,INCIDENT,,CLIMB,BOEING,727,23,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,1979,0,0,PWA,JT8*,JT8,3,AIRLINE TRANSPORT,,0,0,0
19790318008769I,18-Mar-79,SEATTLE,WA,,INCIDENT,,NORMAL CRUISE,BOEING,727,222,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,7640U,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19790320009339I,20-Mar-79,CHICAGO,IL,,INCIDENT,,NORMAL CRUISE,BOEING,727,UNDESIGNATED SERIES,TRANS WORLD AIRLINES,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,890TW,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19790321009869I,21-Mar-79,JAMAICA,NY,JOHN F KENNEDY INTL,INCIDENT,MINOR,TO ABORTED (FIXED WING),BOEING,747,UNDESIGNATED SERIES,,SCHEDULED AIR CARRIER,FOREIGN AIR CARRIER,INSTRUMENT FLIGHT RULES,EPIAG,0,0,,,,,AIRLINE TRANSPORT,29162,1105,0,0
19790321009879I,21-Mar-79,HOUSTON,TX,GEORGE BUSH INTERCONTINENTAL/HOUSTON,INCIDENT,,CLIMB,BOEING,727,UNDESIGNATED SERIES,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,NONE,40481,0,0,PWA,JT8*,JT8,3,AIRLINE TRANSPORT,,0,0,0
19790325011429I,25-Mar-79,BOSTON,MA,,INCIDENT,,DESCENT,BOEING,707,131B,TRANS WORLD AIRLINES,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,6722,0,0,,,,4,AIRLINE TRANSPORT,,0,0,0
19790325011889I,25-Mar-79,HOUSTON,TX,GEORGE BUSH INTERCONTINENTAL/HOUSTON,INCIDENT,,NORMAL CRUISE,BOEING,727,235,NATIONAL AIRLINES,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,4737,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19790326011579I,26-Mar-79,SAN FRANCISCO,CA,SAN FRANCISCO INTL,INCIDENT,,OTHER GROUND OPERATIONS,BOEING,727,254,PACIFIC SOUTHWEST AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,536PS,0,0,,,,3,AIRLINE TRANSPORT,13855,3500,0,0
19790326011599I,26-Mar-79,HOUSTON,TX,GEORGE BUSH INTERCONTINENTAL/HOUSTON,INCIDENT,,CLIMB,BOEING,727,225,EASTERN AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,8867E,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19790326011609I,26-Mar-79,TULSA,OK,TULSA INTL,INCIDENT,,ROLL-OUT (FIXED WING),BOEING,727,231,TRANS WORLD AIRLINES,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,64324,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19790326011689I,26-Mar-79,ROCHESTER,NY,MONROE COUNTY,INCIDENT,,LEVEL OFF TOUCHDOWN,BOEING,727,UNDESIGNATED SERIES,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,NR184,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19790329012939I,29-Mar-79,CHICAGO,IL,CHICAGO O'HARE INTL,INCIDENT,,NORMAL CRUISE,BOEING,707,UNDESIGNATED SERIES,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,592AA,0,0,,,,,AIRLINE TRANSPORT,,0,0,0
19790330012969I,30-Mar-79,LAS VEGAS,NV,MC CARRAN INTL,INCIDENT,,"GROUND TAXI, OTHER AIRPLANE",BOEING,727,247,WESTERN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,2816W,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19790330013059I,30-Mar-79,RICHMOND,VA,,INCIDENT,,CLIMB,BOEING,737,UNDESIGNATED SERIES,PIEDMONT AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,NR187,0,0,,,,,AIRLINE TRANSPORT,,0,0,0
19790331013269I,31-Mar-79,NEW YORK,NY,JOHN F KENNEDY INTL,INCIDENT,,FINAL APPROACH- INSTRUMENT FLIGHT RULES,BOEING,747,UNDESIGNATED SERIES,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,NR188,0,0,,,,,AIRLINE TRANSPORT,,0,0,0
19790401013809I,1-Apr-79,DES MOINES,IA,DES MOINES INTL,INCIDENT,,LEVEL OFF TOUCHDOWN,BOEING,727,223,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,6810,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19790401013849I,1-Apr-79,INDIANAPOLIS,IN,INDIANAPOLIS INTL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",BOEING,727,UNDESIGNATED SERIES,TRANS WORLD AIRLINES,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,4342,0,0,,,,3,AIRLINE TRANSPORT,7808,369,0,0
