"AIDS Report Number","Local Event Date","Event City","Event State","Event Airport","Event Type","Aircraft Damage","Flight Phase","Aircraft Make","Aircraft Model","Aircraft Series","Operator","Primary Flight Type","Flight Conduct Code","Flight Plan Filed Code","Aircraft Registration Nbr","Total Fatalities","Total Injuries","Aircraft Engine Make","Aircraft Engine Model","Engine Group Code","Nbr of Engines","PIC Certificate Type","PIC Flight Time Total Hrs","PIC Flight Time Total Make-Model"," "," "
"20140313002389I","13-MAR-14","DULLES","VA","WASHINGTON DULLES INTL","INCIDENT","MINOR","GROUND-RAMP","AIRBUS","A340","UNDESIGNATED SERIES","SOUTH AFRICAN AIRWAYS","","FOREIGN AIR CARRIER","","Z-SSX","0","0","","","","","","","","",""
"20140323003099I","23-MAR-14","FLUSHING","NY","LA GUARDIA","INCIDENT","MINOR","GROUND-RAMP","AIRBUS","A319","131","CONTINENTAL AIRLINES INC","","AIR CARRIER/COMMERCIAL","","838UA","0","0","IAE","V2500SERIES","","","","","","",""
"20140608009239I","08-JUN-14","MIDWAY","IL","CHICAGO MIDWAY INTL","INCIDENT","MINOR","TAXI","AIRBUS","A319","UNDESIGNATED SERIES","VOLARIS","","FOREIGN AIR CARRIER","","XA-VO","0","0","IAE V2","V2527M-A5","V12908","","","","","",""
"20140703010069I","03-JUL-14","CLEVELAND","OH","CLEVELAND-HOPKINS INTL","INCIDENT","MINOR","GROUND-RAMP","AIRBUS","A319","111","FRONTIER AIRLINES INC","","AIR CARRIER/COMMERCIAL","","906FR","0","0","CFM IN","CFM56 SERIES","","","","","","",""
"20140809014469I","09-AUG-14","SAN JUAN","PR","LUIS MUNOZ MARIN INTL","INCIDENT","MINOR","TAKEOFF: DEPARTURE","AIRBUS","A321","231","JETBLUE AIRWAYS","","AIR CARRIER/COMMERCIAL","","903JB","0","12","IAE","V2533-A5","V-1689","","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","9343","","147",""
"20140818013179I","18-AUG-14","DES PLAINES","IL","CHICAGO O'HARE INTL","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","AIRBUS","A319","132","SPIRIT AIRLINES","","AIR CARRIER/COMMERCIAL","","515NK","0","3","IAE","V2524-A5","","","","","","",""
"20140918016799I","18-SEP-14","LONG BEACH","CA","LONG BEACH /DAUGHERTY FIELD/","INCIDENT","MINOR","CLIMB","AIRBUS","A320","232","JETBLUE AIRWAYS","","AIR CARRIER/COMMERCIAL","","656JB","0","1","IAE","V2527E-A5","V-1255","","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","11473","11473","224",""
"20141112021969I","12-NOV-14","MIAMI","FL","MIAMI INTL","INCIDENT","MINOR","TAXI","AIRBUS","A319","115","AVIANCA","","FOREIGN AIR CARRIER","","NONE","0","0","","","","","","","","",""
"20150322003279I","22-MAR-15","NEW CASTLE","DE","NEW CASTLE","INCIDENT","MINOR","TAXI","AIRBUS","A319","111","FRONTIER AIRLINES INC","","AIR CARRIER/COMMERCIAL","","928FR","0","0","CFM IN","CFM56 SERIES","","","AIRLINE TRANSPORT","6949","4055","130",""
"20150419004749I","19-APR-15","SANFORD","FL","SANFORD","INCIDENT","MINOR","LANDING: ROLLOUT","AIRBUS","A300","UNDESIGNATED SERIES","","","FOREIGN AIR CARRIER","","NONE","0","0","GENERA","CF-6","50C2","","UNKNOWN/FOREIGN","","","",""
"20150519006629I","19-MAY-15","","CA","SAN FRANCISCO INTL","INCIDENT","NONE","TAKEOFF: DEPARTURE","AIRBUS","A320","214","VIRGIN AMERICA AIRLINES","","AIR CARRIER/COMMERCIAL","","626VA","0","0","CFM IN","CFM56-5B4/P","","","AIRLINE TRANSPORT","","","",""
"20150606009729I","06-JUN-15","HOUSTON","TX","GEORGE BUSH INTERCONTINENTAL/HOUSTON","INCIDENT","MINOR","LANDING: ROLLOUT","AIRBUS","A320","214","FRONTIER AIRLINES INC","","AIR CARRIER/COMMERCIAL","","214FR","0","0","CFM IN","CFM56-5B4","","","","","","",""
"20150807024159I","07-AUG-15","MC COOK","NE","DENVER INTL","INCIDENT","MINOR","CRUISE-LEVEL FLIGHT","AIRBUS","A320","211","DELTA AIR LINES INC","","AIR CARRIER/COMMERCIAL","","332NW","0","0","CFM IN","CFM56 SERIES","","","AIRLINE TRANSPORT","16628","8028","167",""
"20151227020759I","27-DEC-15","DENVER","CO","DENVER INTL","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","AIRBUS","A320","214","FRONTIER AIRLINES INC","","AIR CARRIER/COMMERCIAL","","211FR","0","1","CFM IN","CFM56-5B4","","","","","","",""
"20160110000069I","10-JAN-16","","","CLEVELAND-HOPKINS INTL","INCIDENT","SUBSTANTIAL","GROUND-RAMP","AIRBUS","A319","132","SPIRIT AIRLINES INC","","AIR CARRIER/COMMERCIAL","","508NK","0","0","IAE","V2500SERIES","UNKNOW","","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","","","",""
"20160212001409I","12-FEB-16","MIDWAY","IL","CHICAGO MIDWAY INTL","INCIDENT","MINOR","GROUND-RAMP","AIRBUS","A319","UNDESIGNATED SERIES","","","FOREIGN AIR CARRIER","","XA-VO","0","0","INTERN","V2527M-A5","V12559","","","","","",""
"20160301003559I","01-MAR-16","ELKO","NV","ELKO RGNL","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","AIRBUS","A319","111","","","AIR CARRIER/COMMERCIAL","","327NV","0","0","","","","","","","","",""
"20160303024299I","03-MAR-16","KNOXVILLE","TN","MC GHEE TYSON","INCIDENT","MINOR","LANDING: TOUCHDOWN","AIRBUS","A300","F4 605R","FEDERAL EXPRESS CORP","","AIR CARRIER/COMMERCIAL","","651FE","0","0","GE","CF6-80 SERIES","","","","","","",""
"20160428012329I","28-APR-16","MESA","AZ","PHOENIX-MESA GATEWAY","INCIDENT","MINOR","LANDING: APPROACH","AIRBUS","A319","111","ALLEGIANT AIR","","AIR CARRIER/COMMERCIAL","","311NV","0","0","CFM IN","CFM56-5B3/P","CFM56-","","","","","",""
"20160505008899I","05-MAY-16","","","FORT LAUDERDALE/HOLLYWOOD INTL","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","AIRBUS","A319","112","ALLEGIANT AIR","","AIR CARRIER/COMMERCIAL","","301NV","0","7","CFM IN","CFM56-5B6/P","","","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","11325","120","120",""
"20160523010089I","23-MAY-16","DENVER","CO","DENVER INTL","INCIDENT","MINOR","TAKEOFF: CLIMB OUT","AIRBUS","A320","214","VIRGIN AMERICA AIRLINES","","AIR CARRIER/COMMERCIAL","","855VA","0","0","CFM IN","CFM56","5B4","","","","","",""
"20160721013539I","21-JUL-16","WEST PALM BEACH","FL","PALM BEACH INTL","INCIDENT","NONE","TAXI","AIRBUS","A320","214","AMERICAN AIRLINES INC","","AIR CARRIER/COMMERCIAL","","108UW","0","24","CFM IN","CFM56 SERIES","","","","","","",""
"20161110018419I","10-NOV-16","LOS ANGELES","CA","LOS ANGELES INTL","INCIDENT","MINOR","GROUND-RAMP","AIRBUS","A380","800","CHINA SOUTHERN AIRLINES","","FOREIGN AIR CARRIER","","B-613","0","0","ROLLS-","TRENT 970-84","","","","","","",""
"20161117022829I","17-NOV-16","","","CHARLOTTE/DOUGLAS INTL","INCIDENT","MINOR","TAXI","AIRBUS","A320","214","AMERICAN AIRLINES INC","","AIR CARRIER/COMMERCIAL","","124US","0","0","CFM IN","CFM56 SERIES","","","","","","",""
"20170223001739I","23-FEB-17","DENVER","CO","DENVER INTL","INCIDENT","MINOR","GROUND-RAMP","AIRBUS","A320","271N","SPIRIT AIRLINES","","AIR CARRIER/COMMERCIAL","","902NK","0","0","","","","","","","","",""
"20170425012999I","25-APR-17","LAREDO","TX","LAREDO INTL","INCIDENT","NONE","TAXI","AIRBUS","A300","F4 622R","UNITED PARCEL SERVICE CO","","AIR CARRIER/COMMERCIAL","","143UP","0","0","P & W","PW4158","","","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","12700","6518","168",""
"20170517004729I","17-MAY-17","DENVER","CO","DENVER INTL","INCIDENT","MINOR","LANDING: TOUCHDOWN","AIRBUS","A320","214","FRONTIER AIRLINES INC","","AIR CARRIER/COMMERCIAL","","228FR","0","0","","","","","","","","",""
"20170521013069I","21-MAY-17","JAMAICA","NY","JOHN F KENNEDY INTL","INCIDENT","MINOR","GROUND-RAMP","AIRBUS","A330","UNDESIGNATED SERIES","AER LINGUS","","FOREIGN AIR CARRIER","","EI-FN","0","0","","","","","","","","",""
"20171004016309I","04-OCT-17","","NY","JOHN F KENNEDY INTL","INCIDENT","MINOR","CRUISE-LEVEL FLIGHT","AIRBUS","A320","214","VIRGIN AMERICA AIRLINES","","AIR CARRIER/COMMERCIAL","","624VA","0","0","CFM IN","CFM56-5B4/P","","","","","","",""
"20171017021719I","17-OCT-17","LUBBOCK","TX","LUBBOCK PRESTON SMITH INTL","INCIDENT","NONE","GROUND-RAMP","AIRBUS","A310","324","FEDERAL EXPRESS CORP","","AIR CARRIER/COMMERCIAL","","808FD","1","0","","","","","","","","",""
"20171107018349I","07-NOV-17","SEATTLE","WA","SEATTLE-TACOMA INTL","INCIDENT","MINOR","LANDING: ROLLOUT","AIRBUS","A330","UNDESIGNATED SERIES","HAWAIIAN AIRLINES INC","","AIR CARRIER/COMMERCIAL","","375HA","0","0","ROLLS-","RR772B-60","RB211","","","","","",""
"20171204022649I","04-DEC-17","SACRAMENTO","CA","SACRAMENTO INTL","INCIDENT","MINOR","TAKEOFF: CLIMB OUT","AIRBUS","A320","212","DELTA AIR LINES INC","","AIR CARRIER/COMMERCIAL","","360NW","0","0","CFM IN","CFM56 SERIES","","","","","","",""
"20171209022919I","09-DEC-17","DULLES","VA","WASHINGTON DULLES INTL","INCIDENT","MINOR","UNKNOWN","AIRBUS","A320","232","UNITED AIR LINES INC","","AIR CARRIER/COMMERCIAL","","425UA","0","0","IAE","V2500SERIES","","","","","","",""
"20171214023129I","14-DEC-17","NEWARK","NJ","NEWARK LIBERTY INTL","INCIDENT","MINOR","GROUND-RAMP","AIRBUS","A320","232","UNITED AIR LINES INC","","AIR CARRIER/COMMERCIAL","","416UA","0","0","IAE","V2500SERIES","","","","","","",""
"20180108007039I","08-JAN-18","PHILADELPHIA","PA","PHILADELPHIA INTL","INCIDENT","MINOR","GROUND-RAMP","AIRBUS","A320","232","UNITED AIR LINES INC","","AIR CARRIER/COMMERCIAL","","483UA","0","0","IAE","V2500SERIES","","","COMMERCIAL PILOT","","","",""
"20180110000599I","10-JAN-18","SAN FRANCISCO","CA","SAN FRANCISCO INTL","INCIDENT","MINOR","UNKNOWN","AIRBUS","A320","232","UNITED AIR LINES INC","","AIR CARRIER/COMMERCIAL","","487UA","0","0","IAE","V2500SERIES","","","","","","",""
"20180111000649I","11-JAN-18","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","GROUND-RAMP","AIRBUS","A319","131","UNITED AIR LINES INC","","AIR CARRIER/COMMERCIAL","","821UA","0","0","IAE","V2500SERIES","","","","","","",""
"20180203009579I","03-FEB-18","TAMPA","FL","TAMPA INTL","INCIDENT","NONE","CLIMB","AIRBUS","A320","214","FRONTIER AIRLINES INC","","AIR CARRIER/COMMERCIAL","","221FR","0","3","CFM IN","CFM56-5B4/P","","","","","","",""
"20180210006619I","10-FEB-18","PORTLAND","OR","PORTLAND INTL","INCIDENT","MINOR","UNKNOWN","AIRBUS","A319","131","UNITED AIR LINES INC","","AIR CARRIER/COMMERCIAL","","811UA","0","0","IAE","V2500SERIES","","","","","","",""
"20180418025079I","18-APR-18","ATLANTA","GA","HARTSFIELD - JACKSON ATLANTA INTL","INCIDENT","SUBSTANTIAL","TAKEOFF: CLIMB OUT","AIRBUS","A330","323","DELTA AIR LINES INC","","AIR CARRIER/COMMERCIAL","","806NW","0","0","P&W","PW4000 SER","NA","","","","","",""
"20180426004159I","26-APR-18","DENVER","CO","DENVER INTL","INCIDENT","MINOR","LANDING: APPROACH","AIRBUS","A319","131","UNITED AIR LINES INC","","AIR CARRIER/COMMERCIAL","","853UA","0","0","IAE","V2500SERIES","","","","","","",""
"20180426012839I","26-APR-18","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","GROUND-RAMP","AIRBUS","A330","323","DELTA AIR LINES INC","","AIR CARRIER/COMMERCIAL","","801NW","0","0","P&W","PW4000 SER","","","","","","",""
"20180504004589I","04-MAY-18","CHICAGO","IL","CHICAGO O'HARE INTL","INCIDENT","MINOR","LANDING: APPROACH","AIRBUS","A319","131","UNITED AIR LINES INC","","AIR CARRIER/COMMERCIAL","","893UA","0","0","","","","","","","","",""
"20180517005519I","17-MAY-18","LAS VEGAS","NV","MC CARRAN INTL","INCIDENT","MINOR","LANDING: TOUCHDOWN","AIRBUS","A320","214","ALLEGIANT AIR","","AIR CARRIER/COMMERCIAL","","234NV","0","0","","","","","","","","",""
"20180523023879I","23-MAY-18","SAN FRANCISCO","CA","SAN FRANCISCO INTL","INCIDENT","MINOR","GROUND-RAMP","AIRBUS","A330","300","AER LINGUS","","FOREIGN AIR CARRIER","","EI-GA","0","0","","","","","","","","",""
"20180531006439I","31-MAY-18","GAINESVILLE","FL","GAINESVILLE RGNL","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","AIRBUS","A320","214","ALLEGIANT AIR","","AIR CARRIER/COMMERCIAL","","252NV","0","0","","","","","AIRLINE TRANSPORT","4600","","",""
"20180617008139I","17-JUN-18","CINCINNATI","OH","CINCINNATI/NORTHERN KENTUCKY INTL","INCIDENT","MINOR","TAKEOFF: CLIMB OUT","AIRBUS","A320","UNDESIGNATED SERIES","ALLEGIANT AIR","","AIR CARRIER/COMMERCIAL","","254NV","0","0","CFM IN","CFM","56-5B4","","","","","",""
"20180704023659I","04-JUL-18","CROSS CITY","FL","CROSS CITY","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","AIRBUS","A320","214","ALLEGIANT AIR","","AIR CARRIER/COMMERCIAL","","232NV","0","2","CFM IN","CFM56-5B4/P","","","","","","",""
"20180705009131I","05-JUL-18","LOS ANGELES","CA","LOS ANGELES INTL","INCIDENT","MINOR","TAXI","AIRBUS","A330","243","HAWAIIAN AIRLINES INC","","AIR CARRIER/COMMERCIAL","","379HA","0","0","ROLLS-","RR772B-60","","","AIRLINE TRANSPORT","15482","3339","220",""
"20180705010779I","05-JUL-18","VALPARAISO","FL","EGLIN AFB","INCIDENT","MINOR","LANDING: ROLLOUT","AIRBUS","A320","214","ALLEGIANT AIR","","AIR CARRIER/COMMERCIAL","","255NV","0","0","CFM IN","CFM56-5B4/3","","","COMMERCIAL PILOT FLIGHT INSTRUCTOR","6883","678","41",""
"20180705015849I","05-JUL-18","DESTIN","FL","DESTIN-FORT WALTON BEACH","INCIDENT","MINOR","LANDING: ROLLOUT","AIRBUS","A320","214","ALLEGIANT AIR","","AIR CARRIER/COMMERCIAL","","255NV","0","0","CFM IN","CFM56-5B4/3","","","COMMERCIAL PILOT FLIGHT INSTRUCTOR","6883","678","41",""
"20180708009382I","08-JUL-18","DESTIN","FL","DESTIN-FORT WALTON BEACH","INCIDENT","MINOR","GROUND-RAMP","AIRBUS","A320","214","ALLEGIANT AIR","","AIR CARRIER/COMMERCIAL","","254NV","0","0","CFM IN","CFM56-5B4/3","","","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","11500","1191","85",""
"20180813025289I","13-AUG-18","LOS ANGELES","CA","LOS ANGELES INTL","INCIDENT","SUBSTANTIAL","LANDING: TOUCHDOWN","AIRBUS","A321","271N","HAWAIIAN AIRLINES INC","","AIR CARRIER/COMMERCIAL","","204HA","0","0","IAE","PW1133G-JM","","","AIRLINE TRANSPORT","12675","174","150",""
"20180815011592I","15-AUG-18","CHICAGO","IL","CHICAGO O'HARE INTL","INCIDENT","MINOR","TAXI","AIRBUS","A320","232","UNITED AIR LINES INC","","AIR CARRIER/COMMERCIAL","","448UA","0","0","IAE","V2500SERIES","","","AIRLINE TRANSPORT","6796","3172","92",""
"20180817023849I","17-AUG-18","TAMPA","FL","TAMPA INTL","INCIDENT","NONE","TAKEOFF: CLIMB OUT","AIRBUS","A321","UNDESIGNATED SERIES","","","FOREIGN AIR CARRIER","","NONE","0","0","","","","1","","","","",""
"20180819016009I","19-AUG-18","CEDAR RAPIDS","IA","THE EASTERN IOWA","INCIDENT","NONE","TAKEOFF: CLIMB OUT","AIRBUS","A319","131","UNITED AIR LINES INC","","AIR CARRIER/COMMERCIAL","","836UA","0","0","IAE","V2500SERIES","","","","","","",""
"20180819023679I","19-AUG-18","CORTEZ","CO","","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","AIRBUS","A321","UNDESIGNATED SERIES","","","FOREIGN AIR CARRIER","","NONE","0","0","","","","1","","","","",""
"20180906013199I","06-SEP-18","LOS ANGELES","CA","LOS ANGELES INTL","INCIDENT","NONE","TAKEOFF: CLIMB OUT","AIRBUS","A320","232","UNITED AIR LINES INC","","AIR CARRIER/COMMERCIAL","","455UA","0","0","IAE","V2500SERIES","","","","","","",""
"20180906013219I","06-SEP-18","CHICAGO","IL","CHICAGO O'HARE INTL","INCIDENT","MINOR","TAKEOFF: CLIMB OUT","AIRBUS","A320","232","UNITED AIR LINES INC","","AIR CARRIER/COMMERCIAL","","483UA","0","0","IAE","V2500SERIES","","","","","","",""
"20181009016809I","09-OCT-18","CLEVELAND","OH","CLEVELAND-HOPKINS INTL","INCIDENT","MINOR","TAKEOFF: ROTATION","AIRBUS","A320","214","ALLEGIANT AIR","","AIR CARRIER/COMMERCIAL","","260NV","0","0","","","","","","","","",""
"20181029021109I","29-OCT-18","DENVER","CO","DENVER INTL","INCIDENT","MINOR","DESCENT","AIRBUS","A320","232","UNITED AIR LINES INC","","AIR CARRIER/COMMERCIAL","","456UA","0","0","IAE","V2500SERIES","","","","","","",""
"20181117023789I","17-NOV-18","PHOENIX","AZ","PHOENIX SKY HARBOR INTL","INCIDENT","NONE","DESCENT","AIRBUS","A320","214","FRONTIER AIRLINES INC","","AIR CARRIER/COMMERCIAL","","216FR","0","0","CFM IN","CFM56-5B4","","","COMMERCIAL PILOT","5552","2473","91",""
"20181125017659I","25-NOV-18","AUSTIN","TX","AUSTIN-BERGSTROM INTL","INCIDENT","MINOR","TAKEOFF: CLIMB OUT","AIRBUS","A320","214","ALLEGIANT AIR","","AIR CARRIER/COMMERCIAL","","217NV","0","0","CFM IN","CFM56","5B4/P","","","","","",""
"20181130023639I","30-NOV-18","LAS VEGAS","NV","MC CARRAN INTL","INCIDENT","MINOR","TAKEOFF: ROTATION","AIRBUS","A320","214","FRONTIER AIRLINES INC","","AIR CARRIER/COMMERCIAL","","227FR","0","0","CFM IN","CFM56-5B4/3","","","","","","",""
"20181211023429I","11-DEC-18","HOUSTON","TX","GEORGE BUSH INTERCONTINENTAL/HOUSTON","INCIDENT","MINOR","DESCENT","AIRBUS","A340","UNDESIGNATED SERIES","AIR FRANCE","","FOREIGN AIR CARRIER","","F-GLZ","0","0","CFM IN","CFM56-5C4/1","","","","","","",""
"20181213024609I","13-DEC-18","JAMAICA","NY","JOHN F KENNEDY INTL","INCIDENT","MINOR","LANDING: APPROACH","AIRBUS","A320","232","JETBLUE AIRWAYS","","AIR CARRIER/COMMERCIAL","","568JB","0","0","IAE","V2500SERIES","","","","","","",""
"20181226021929I","26-DEC-18","DENVER","CO","DENVER INTL","INCIDENT","NONE","DESCENT","AIRBUS","A319","131","UNITED AIR LINES INC","","AIR CARRIER/COMMERCIAL","","812UA","0","0","IAE","V2500SERIES","","","","","","",""
"20190418002979I","18-APR-19","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","TAXI","AIRBUS","A300","F4 622R","UNITED PARCEL SERVICE CO","","AIR CARRIER/COMMERCIAL","","140UP","0","0","P & W","PW4158","","","AIRLINE TRANSPORT","","","",""
"20190629008659I","29-JUN-19","NEWARK","NJ","NEWARK LIBERTY INTL","INCIDENT","MINOR","TAKEOFF: CLIMB OUT","AIRBUS","A319","131","UNITED AIR LINES INC","","AIR CARRIER/COMMERCIAL","","837UA","0","0","IAE","V2500SERIES","V2522-","","","","","",""
"20190731010049I","31-JUL-19","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","GROUND-RAMP","AIRBUS","A320","251N","FRONTIER AIRLINES INC","","AIR CARRIER/COMMERCIAL","","332FR","0","0","CFM IN","LEAP-1A26","N/A","","COMMERCIAL PILOT FLIGHT INSTRUCTOR","12416","9357","130",""
"20190822009149I","22-AUG-19","HONOLULU","HI","HONOLULU INTL","INCIDENT","NONE","DESCENT","AIRBUS","A321","271N","HAWAIIAN AIRLINES INC","","AIR CARRIER/COMMERCIAL","","218HA","0","7","IAE","PW1133G-JM","N/A","","","","","",""
"20190911015639I","11-SEP-19","NASSAU","BH","NASSAU","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","AIRBUS","A321","231","JETBLUE AIRWAYS","","AIR CARRIER/COMMERCIAL","","958JB","0","1","IAE","V2533-A5","","","","","","",""
"20191022024209I","22-OCT-19","LOS ANGELES","CA","LOS ANGELES INTL","INCIDENT","MINOR","TAXI","AIRBUS","A320","233","","","FOREIGN AIR CARRIER","","499TA","0","0","IAE","V2527E-A5","","","","","","",""
"20191025022219I","25-OCT-19","","","BALTIMORE/WASHINGTON INTL THURGOOD MARSHAL","INCIDENT","MINOR","CRUISE-LEVEL FLIGHT","AIRBUS","A320","214","FRONTIER AIRLINES INC","","AIR CARRIER/COMMERCIAL","","213FR","0","1","CFM IN","CFM56-5B4","","","","","","",""
"20191029022509I","29-OCT-19","TRENTON","NJ","TRENTON MERCER","INCIDENT","MINOR","TAKEOFF: ROTATION","AIRBUS","A320","251N","FRONTIER AIRLINES INC","","AIR CARRIER/COMMERCIAL","","324FR","0","0","CFM IN","LEAP-1A26","","","","","","",""
"20191227023992I","27-DEC-19","TULSA","OK","TULSA INTL","INCIDENT","MINOR","GROUND-RAMP","AIRBUS","A319","111","ALLEGIANT AIR","","AIR CARRIER/COMMERCIAL","","334NV","0","0","CFM IN","CFM56-5B5/P","","","","","","",""
"20200215021549I","15-FEB-20","SACRAMENTO","CA","SACRAMENTO MATHER","","NONE","","AIRBUS","A319","132","SPIRIT AIRLINES INC","","AIR CARRIER/COMMERCIAL","","521NK","0","0","IAE","V2527-A5","","","","7045","","",""
"20200515006689I","15-MAY-20","ORLANDO","FL","ORLANDO INTL","","SUBSTANTIAL","","AIRBUS","A320","251N","FRONTIER AIRLINES INC","","AIR CARRIER/COMMERCIAL","","336FR","0","0","CFM INTL","LEAP","1A26","","","","","",""
"20200716009759I","16-JUL-20","CHICAGO","IL","CHICAGO O'HARE INTL","","MINOR","","AIRBUS","A320","232","UNITED AIR LINES INC","","AIR CARRIER/COMMERCIAL","","414UA","0","0","IAE","V2500SERIES","","","","","","",""
"20201020016529I","20-OCT-20","FORT LAUDARDALE","FL","FORT LAUDERDALE/HOLLYWOOD INTL","","MINOR","","AIRBUS","A321","231","SPIRIT AIRLINES","","AIR CARRIER/COMMERCIAL","","684NK","0","0","IAE","V2533-A5","","","","7200","4000","",""
"20201223020349A","23-DEC-20","HOUSTON","TX","GEORGE BUSH INTERCONTINENTAL/HOUSTON","","NONE","","AIRBUS","A320","232","UNITED AIR LINES INC","","AIR CARRIER/COMMERCIAL","","463UA","0","0","IAE","V2500SERIES","","","","","","",""
"20201228016519I","28-DEC-20","","","","","MINOR","","AIRBUS","A330","323","DELTA AIR LINES INC","","AIR CARRIER/COMMERCIAL","","810NW","0","0","P&W","PW4000 SER","PW4168A-1D","","","","","",""
"20210215003889I","15-FEB-21","NASHVILLE","TN","NASHVILLE INTL","","NONE","","AIRBUS","A321","211","FRONTIER AIRLINES INC","","AIR CARRIER/COMMERCIAL","","710FR","0","0","CFM INTL","CFM56-5B3/3","","","","","","",""
"20210220001669I","20-FEB-21","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","","MINOR","","AIRBUS","A321","231","JETBLUE AIRWAYS","","AIR CARRIER/COMMERCIAL","","967JT","0","0","IAE","V2533-A5","","","","11727","11727","61",""
"20210604018419I","04-JUN-21","WASHINGTON","DC","RONALD REAGAN WASHINGTON NATIONAL","","NONE","","AIRBUS","A320","214","FRONTIER AIRLINES INC","","AIR CARRIER/COMMERCIAL","","213FR","0","0","CFM INTL","CFM56-5B4","","","","16900","10720","33",""
"20210730011479I","30-JUL-21","SEATTLE","WA","SEATTLE-TACOMA INTL","","NONE","","AIRBUS","A350","UNDESIGNATED SERIES","ASIANA AIRLINES","","FOREIGN AIR CARRIER","","HL8079","0","0","","","","","","","","",""
"20210919021929I","19-SEP-21","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","","MINOR","","AIRBUS","A320","214","ALLEGIANT AIR","","AIR CARRIER/COMMERCIAL","","220NV","0","0","CFM INTL","CFM56-5B4/P","","","","7799","","",""
"20211023018519I","23-OCT-21","RALEIGH","NC","RALEIGH-DURHAM INTL","","NONE","","AIRBUS","A320","251N","FRONTIER AIRLINES INC","","AIR CARRIER/COMMERCIAL","","304FR","0","0","CFM INTL","LEAP-1A26","","","","","","",""
"20211108019349I","08-NOV-21","SANFORD","FL","ORLANDO SANFORD INTL","","MINOR","","AIRBUS","A320","214","ALLEGIANT AIR","","AIR CARRIER/COMMERCIAL","","217NV","0","0","","","","","","","","",""
"20211212020579A","12-DEC-21","LAS VEGAS","NV","MC CARRAN INTL","","SUBSTANTIAL","","AIRBUS","A320","251N","FRONTIER AIRLINES INC","","AIR CARRIER/COMMERCIAL","","307FR","0","0","CFM INTL","LEAP-1A26","","","","6537","1892","85",""
"20220311002599I","11-MAR-22","LEEVILLE","LA","","","NONE","","AIRBUS","A320","232","UNITED AIR LINES INC","","AIR CARRIER/COMMERCIAL","","435UA","0","0","IAE","V2500SERIES","","","","","","",""
"20220617021061A","17-JUN-22","","NY","JOHN F KENNEDY INTL","","SUBSTANTIAL","","AIRBUS","A330","UNDESIGNATED SERIES","","","FOREIGN AIR CARRIER","","EI-EJL","0","0","","","","","","","","",""
"20220822008369A","22-AUG-22","","","","","NONE","","AIRBUS","A320","232","JETBLUE AIRWAYS","","AIR CARRIER/COMMERCIAL","","507JT","0","0","IAE","V2527-A5","","","","17840","","",""
"20220918008359I","18-SEP-22","","NY","","","NONE","","AIRBUS","A320","232","","","AIR CARRIER/COMMERCIAL","","527jl","0","0","IAE","V2527-A5","","","","","","",""
"20221224019869I","24-DEC-22","NEW YORK","NY","JOHN F KENNEDY INTL","","MINOR","","AIRBUS","A320","232","JETBLUE AIRWAYS","","AIR CARRIER/COMMERCIAL","","558JB","0","6","IAE","V2500SERIES","","","","17100","","",""
"20230118002732I","18-JAN-23","","NY","JOHN F KENNEDY INTL","","MINOR","","AIRBUS","A321","231","JETBLUE AIRWAYS","","AIR CARRIER/COMMERCIAL","","954JB","0","0","IAE","V2533-A5","","","","","","",""
"20230312002749I","12-MAR-23","WEST COVINA","CA","","","NONE","","AIRBUS","A321","231","JETBLUE AIRWAYS","","AIR CARRIER/COMMERCIAL","","993JE","0","0","IAE","V2533-A5","","","","","","",""
"20230320021069I","20-MAR-23","BANGOR","ME","BANGOR INTL","","MINOR","","AIRBUS","A320","214","ALLEGIANT AIR","","AIR CARRIER/COMMERCIAL","","223NV","0","0","","","","","","","","",""
"20230322006649A","22-MAR-23","HOUSTON","TX","GEORGE BUSH INTERCONTINENTAL/HOUSTON","","SUBSTANTIAL","","AIRBUS","A320","232","UNITED AIR LINES INC","","AIR CARRIER/COMMERCIAL","","1902U","0","0","IAE","V2527-A5","","","","14295","6023","216",""
